City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Mujiayingzi,CN,42.1167,118.7833,59.7,38,11,10.25,few clouds
347,Zedelgem,BE,51.1262,3.1372,50.9,93,68,3.0,broken clouds
348,Kloulklubed,PW,7.0419,134.2556,84.79,73,100,8.05,overcast clouds
349,Hofn,IS,64.2539,-15.2082,40.5,59,0,9.55,clear sky
350,Karratha,AU,-20.7377,116.8463,90.12,38,11,18.66,few clouds
351,Jeremoabo,BR,-10.075,-38.4808,72.77,89,100,6.64,overcast clouds
352,Itoman,JP,26.1247,127.6694,75.4,60,75,12.66,broken clouds
353,Port Hawkesbury,CA,45.6169,-61.3485,39.58,90,100,1.01,overcast clouds
354,Ciudad Bolivar,VE,8.1222,-63.5497,74.46,91,78,7.34,broken clouds
355,Serowe,BW,-22.3833,26.7167,82.74,42,8,10.45,clear sky
356,Graham,US,47.0529,-122.2943,48.38,93,90,0.0,overcast clouds
357,Marihatag,PH,8.7936,126.2969,84.52,72,100,5.93,overcast clouds
358,Paita,PE,-5.0892,-81.1144,64.04,83,93,9.17,overcast clouds
359,Nyurba,RU,63.2842,118.3319,3.18,83,92,13.13,overcast clouds
360,Kaduna,NG,10.5222,7.4383,77.04,58,100,4.21,overcast clouds
361,Porbandar,IN,21.6422,69.6093,88.29,30,25,9.73,scattered clouds
362,Fairbanks,US,64.8378,-147.7164,30.2,87,40,8.05,scattered clouds
363,Kasongo-Lunda,CD,-6.4667,16.8167,77.45,77,15,1.66,few clouds
364,Hasaki,JP,35.7333,140.8333,64.8,53,0,10.36,clear sky
365,Kibala,TD,9.1104,18.3463,75.15,88,0,6.91,clear sky
366,Coos Bay,US,43.3665,-124.2179,55.15,93,40,10.36,scattered clouds
367,Tainan,TW,22.9908,120.2133,90.93,65,75,5.75,broken clouds
368,Cockburn Town,TC,21.4612,-71.1419,82.72,72,14,16.49,few clouds
369,Mizdah,LY,31.4451,12.9801,73.54,19,84,4.21,broken clouds
370,Mehriz,IR,31.5917,54.4318,54.1,73,100,4.76,overcast clouds
371,Santa Marta,CO,11.2408,-74.199,78.49,80,33,6.29,scattered clouds
372,Eisenach,DE,50.9833,10.3167,45.45,90,100,7.43,light rain
373,Kruisfontein,ZA,-34.0033,24.7314,66.88,49,97,4.85,overcast clouds
374,Lasa,IT,46.6166,10.7002,35.02,75,10,4.54,clear sky
375,Sitka,US,57.0531,-135.33,42.69,87,90,0.0,light rain
376,Te Anau,NZ,-45.4167,167.7167,57.18,81,40,3.15,scattered clouds
377,Sidi Ali,DZ,36.0998,0.4206,53.53,68,73,5.12,broken clouds
378,Fort Nelson,CA,58.8053,-122.7002,27.99,86,90,2.3,light snow
379,Mokolo,CM,10.7398,13.8019,78.69,28,81,6.08,broken clouds
380,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,17.27,scattered clouds
381,Mecca,SA,21.4267,39.8261,86.74,38,0,3.0,clear sky
382,Loa Janan,ID,-0.583,117.095,84.76,78,100,0.65,overcast clouds
383,Hortobagy,HU,47.5828,21.1511,52.0,72,100,6.15,light rain
384,Matara,LK,5.9485,80.5353,78.3,87,100,7.78,light rain
385,Ramon Castilla,PE,-4.2569,-69.9594,77.25,94,75,2.3,light rain
386,Bireun,ID,5.203,96.7009,81.48,78,100,4.83,overcast clouds
387,Jimma,ET,7.6667,36.8333,72.79,47,10,1.77,clear sky
388,Katherine,AU,-14.4667,132.2667,100.72,28,90,3.44,overcast clouds
389,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.52,97,100,9.91,heavy intensity rain
390,Vila Velha,BR,-20.3297,-40.2925,71.55,88,20,5.75,few clouds
391,Poum,NC,-20.2333,164.0167,73.08,71,100,15.7,overcast clouds
392,Kawalu,ID,-7.3817,108.2082,80.02,84,100,3.4,overcast clouds
393,Sokolo,ML,14.7328,-6.1219,86.0,35,43,3.38,scattered clouds
394,Neuquen,AR,-38.9516,-68.0591,51.69,54,0,11.5,clear sky
395,Carballo,ES,43.213,-8.691,50.9,90,100,6.64,overcast clouds
396,Rundu,NA,-17.9333,19.7667,85.86,34,76,6.04,broken clouds
397,Vostok,RU,46.4856,135.8833,41.41,64,6,3.22,clear sky
398,Igarka,RU,67.4667,86.5833,26.87,92,100,7.7,overcast clouds
399,Hare Bay,CA,48.8499,-54.0148,34.95,92,18,5.68,few clouds
400,Seidu,SL,9.0167,-10.6,67.87,94,76,0.87,broken clouds
401,Hay River,CA,60.8156,-115.7999,33.78,86,40,6.91,scattered clouds
402,Rolla,US,37.9514,-91.7713,37.24,69,0,4.0,clear sky
403,Rio Gallegos,AR,-51.6226,-69.2181,42.85,61,0,19.57,clear sky
404,Stokmarknes,NO,68.5646,14.9108,42.76,93,75,9.22,broken clouds
405,Aldergrove,CA,49.058,-122.4709,49.15,87,90,8.05,overcast clouds
406,Adre,TD,13.4667,22.2,81.3,25,70,18.63,broken clouds
407,Hamilton,US,39.1834,-84.5333,35.78,85,0,3.53,clear sky
408,Fortuna,US,40.5982,-124.1573,53.42,69,90,4.0,overcast clouds
409,Sinnamary,GF,5.3833,-52.95,77.45,87,10,9.28,clear sky
410,Qui Nhon,VN,13.7667,109.2333,81.3,78,95,7.9,overcast clouds
411,Axim,GH,4.8699,-2.2405,78.8,84,9,3.94,clear sky
412,Beira,MZ,-19.8436,34.8389,85.17,58,38,5.03,scattered clouds
413,Cabo San Lucas,MX,22.8909,-109.9124,77.5,74,51,3.91,broken clouds
414,Ganzhou,CN,28.8184,115.4327,67.14,96,100,1.45,overcast clouds
415,Wittenberge,DE,53.0,11.75,47.03,91,100,9.86,overcast clouds
416,Thai Binh,VN,20.45,106.3333,82.4,67,68,13.56,broken clouds
417,Santa Rosa,PH,14.3122,121.1114,91.38,70,94,12.46,overcast clouds
418,Silva Jardim,BR,-22.6508,-42.3917,66.13,97,74,0.58,broken clouds
419,Upernavik,GL,72.7868,-56.1549,18.9,72,36,8.34,scattered clouds
420,Alvdal,NO,62.1077,10.6307,30.04,76,60,2.48,broken clouds
421,Shinpokh,PK,34.3292,71.1782,71.01,45,6,2.24,clear sky
422,Blagoyevo,RU,63.3667,47.9167,39.22,98,100,7.9,overcast clouds
423,Manzanillo,CU,20.3433,-77.1167,72.73,90,17,2.42,few clouds
424,Camana,PE,-16.6228,-72.7111,64.0,82,77,7.2,broken clouds
425,Lagoa,PT,39.05,-27.9833,65.86,87,100,30.13,overcast clouds
426,Mbala,ZM,-8.8402,31.3659,78.87,27,0,5.46,clear sky
427,Praya,CV,14.9215,-23.5087,73.94,88,0,4.61,clear sky
428,Zmeinogorsk,RU,51.1567,82.195,14.31,74,100,15.32,overcast clouds
429,Zharkent,KZ,44.1628,80.0,26.89,29,0,5.19,clear sky
430,Pedreiras,BR,-4.5688,-44.6003,72.72,94,99,1.83,overcast clouds
431,Havelock,US,34.8791,-76.9013,45.95,88,100,1.99,overcast clouds
432,Gat,IL,31.61,34.7642,80.91,44,0,1.54,clear sky
433,Dudinka,RU,69.4058,86.1778,17.51,95,100,11.34,overcast clouds
434,Pechenizhyn,UA,48.5155,24.8942,52.99,82,100,2.44,overcast clouds
435,Manokwari,ID,-0.8667,134.0833,83.61,72,100,3.76,overcast clouds
436,Chirongui,YT,-12.9319,45.1483,87.73,75,42,4.27,scattered clouds
437,Lamar,US,33.6668,-95.5836,44.53,91,1,5.19,clear sky
438,Antalaha,MG,-14.9003,50.2788,80.96,63,83,6.76,broken clouds
439,Okmulgee,US,35.6234,-95.9605,46.29,76,0,5.03,clear sky
440,Manama,BH,26.2154,50.5832,84.34,54,4,9.22,clear sky
441,Husavik,IS,66.0449,-17.3389,37.31,90,89,4.92,overcast clouds
442,Komsomolskiy,UZ,40.4272,71.7189,40.42,38,75,4.61,haze
443,Itarema,BR,-2.9248,-39.9167,78.98,80,49,9.98,scattered clouds
444,Vao,NC,-22.6667,167.4833,68.67,65,100,14.56,overcast clouds
445,Esperance,AU,-33.8667,121.9,67.84,67,40,15.75,scattered clouds
446,Konya,TR,38.1667,32.5,55.72,54,9,1.45,clear sky
447,Wasilla,US,61.5814,-149.4394,35.15,93,90,0.0,light rain
448,Chumikan,RU,54.7183,135.315,33.73,80,100,3.47,overcast clouds
449,Jiangyou,CN,31.7667,104.7167,66.45,64,57,3.76,broken clouds
450,Kirensk,RU,57.7853,108.1119,11.39,73,100,13.58,overcast clouds
451,Pochutla,MX,15.7432,-96.4661,73.81,86,26,4.07,scattered clouds
452,Murgab,TM,37.4966,61.9714,39.52,16,5,7.65,clear sky
453,Wlingi,ID,-8.0776,112.3311,81.3,79,100,1.48,overcast clouds
454,Koumac,NC,-20.5667,164.2833,72.57,69,100,14.34,overcast clouds
455,Sulecin,PL,52.4443,15.1168,45.09,86,100,14.0,light rain
456,Tatawin,TN,32.9297,10.4518,79.68,62,100,1.23,overcast clouds
457,Byron Bay,AU,-28.65,153.6167,69.75,72,100,5.08,overcast clouds
458,Lakes Entrance,AU,-37.8811,147.981,72.57,82,100,14.16,overcast clouds
459,Biak,ID,-0.9131,122.8766,80.06,80,100,1.36,overcast clouds
460,Aban,RU,56.67,96.06,17.22,64,100,15.79,overcast clouds
461,Wajima,JP,37.4,136.9,59.97,68,41,9.4,scattered clouds
462,Wellington,NZ,-41.2866,174.7756,60.76,94,90,3.0,overcast clouds
463,La Sarre,CA,48.8002,-79.1996,27.28,92,24,7.92,few clouds
464,Zeya,RU,53.75,127.2667,28.94,40,100,9.01,overcast clouds
465,Cheremukhovo,RU,60.3484,59.9851,36.23,77,94,8.28,overcast clouds
466,Launceston,AU,-41.45,147.1667,69.44,64,90,9.22,overcast clouds
467,Margate,GB,51.3813,1.3862,40.3,82,79,14.52,broken clouds
468,Buraydah,SA,26.326,43.975,76.33,33,1,7.49,clear sky
469,Bahia Blanca,AR,-38.7196,-62.2724,46.76,85,0,4.16,clear sky
470,Bryan,US,30.6744,-96.37,46.02,90,1,0.0,clear sky
471,Keflavik,IS,64.0049,-22.5624,41.43,75,40,14.97,scattered clouds
472,Lichuan,CN,30.3,108.85,57.7,89,100,0.72,overcast clouds
473,Seoul,KR,37.5683,126.9778,68.41,32,0,3.11,clear sky
474,Burgeo,CA,47.6167,-57.6152,38.55,67,47,10.85,scattered clouds
475,Kashi,CN,39.4547,75.9797,49.66,24,69,11.99,broken clouds
476,Bilibino,RU,68.0546,166.4372,-15.52,100,96,3.65,overcast clouds
477,Selma,US,36.5708,-119.6121,60.1,87,5,4.85,clear sky
478,Payo,ID,-3.7508,103.6372,84.16,77,76,2.51,light rain
479,Bud,US,39.447,-86.1758,34.14,88,0,5.1,clear sky
480,Verkhnetulomskiy,RU,68.6073,31.7962,32.13,97,100,4.81,light snow
481,Sawtell,AU,-30.3833,153.1,68.02,73,75,5.75,broken clouds
482,Saint-Francois,FR,46.4154,3.9054,43.68,100,90,3.44,overcast clouds
483,Aromashevo,RU,56.8602,68.6375,32.59,73,99,16.35,overcast clouds
484,San Policarpo,PH,12.1791,125.5072,82.42,81,77,8.01,broken clouds
485,Bolitoc,PH,15.7395,119.8769,89.1,62,8,6.91,clear sky
486,Etropole,BG,42.8333,24.0,58.51,62,91,4.45,overcast clouds
487,Trelew,AR,-43.249,-65.3051,54.73,39,0,15.37,clear sky
488,Hun,LY,29.1268,15.9477,76.96,23,2,7.4,clear sky
489,Elko,US,41.0002,-115.5012,42.06,59,0,4.99,clear sky
490,Norman Wells,CA,65.282,-126.8329,6.84,85,90,4.61,fog
491,Bonfim,BR,3.0833,-59.95,77.43,74,18,7.2,few clouds
492,Hauterive,FR,46.0901,3.4459,44.02,96,100,1.81,overcast clouds
493,San Cristobal,VE,7.7669,-72.225,64.63,98,56,0.87,broken clouds
494,Garowe,SO,8.4054,48.4845,81.72,33,6,4.07,clear sky
495,Khandyga,RU,62.6667,135.6,18.12,92,100,3.36,overcast clouds
496,Cascais,PT,38.6979,-9.4215,52.5,62,0,1.99,clear sky
497,Easthampton,US,42.2668,-72.669,35.94,92,1,3.44,clear sky
498,Luwingu,ZM,-10.2621,29.9271,80.56,31,9,9.86,clear sky
499,Rabaul,PG,-4.1967,152.1721,85.08,63,100,7.87,overcast clouds
500,Harper,LR,4.375,-7.7169,77.86,86,6,5.99,clear sky
501,Pangai,TO,-19.8,-174.35,78.33,82,100,20.4,overcast clouds
502,Asau,RO,46.4333,26.4,57.76,52,74,2.59,broken clouds
503,Hit,IQ,33.6416,42.8251,78.67,30,0,15.7,clear sky
504,Iranshahr,IR,27.2025,60.6848,82.15,22,0,2.59,clear sky
505,Banff,CA,51.1762,-115.5698,49.23,70,100,6.91,overcast clouds
506,Magadi,IN,12.9667,77.2333,83.75,68,97,4.23,overcast clouds
507,Sarh,TD,9.1429,18.3923,81.0,65,93,4.59,overcast clouds
508,Baringo,KE,0.4667,35.9667,82.96,37,36,1.03,scattered clouds
509,Ketchikan,US,55.3422,-131.6461,45.27,93,100,10.69,light rain
510,Taunggyi,MM,20.7833,97.0333,72.48,70,39,4.7,scattered clouds
511,Dromolaxia,CY,34.8761,33.586,76.87,55,0,5.75,clear sky
512,Mahajanga,MG,-15.7167,46.3167,87.82,62,20,8.05,few clouds
513,North Bend,US,43.4065,-124.2243,55.08,99,18,14.23,few clouds
514,Ewo,CG,-0.8725,14.8206,78.08,81,28,1.95,scattered clouds
515,Kuusamo,FI,65.9667,29.1833,37.44,100,90,6.91,overcast clouds
516,Cap Malheureux,MU,-19.9842,57.6142,77.02,81,11,7.52,few clouds
517,Mama,RU,58.3106,112.8986,5.54,78,100,9.48,overcast clouds
518,Veere,NL,51.5483,3.6667,51.78,67,75,4.0,broken clouds
519,Strezhevoy,RU,60.7333,77.5889,30.18,91,100,13.11,overcast clouds
520,Ambilobe,MG,-13.2,49.05,92.23,42,85,2.35,overcast clouds
521,Dhidhdhoo,MV,6.8833,73.1,81.93,79,71,14.14,broken clouds
522,Dillon,US,34.4166,-79.3712,43.66,75,100,9.22,overcast clouds
523,Youghal,IE,51.95,-7.8506,46.09,90,100,7.38,overcast clouds
524,Sakakah,SA,29.9697,40.2064,70.47,37,0,2.91,clear sky
525,El Alto,PE,-4.2714,-81.2147,62.69,85,39,10.74,scattered clouds
526,Sabancuy,MX,18.9667,-91.1833,76.05,81,44,7.81,scattered clouds
527,Houston,US,29.7633,-95.3633,56.88,77,90,1.01,overcast clouds
528,Dukhovshchina,RU,55.1919,32.4111,47.89,94,100,11.81,light rain
529,Southbridge,US,42.0751,-72.0334,36.59,95,7,4.23,clear sky
530,Concordia,AR,-31.393,-58.0209,71.78,88,100,4.0,moderate rain
531,General Roca,AR,-39.0333,-67.5833,51.22,29,0,7.0,clear sky
532,Oksfjord,NO,70.2396,22.3479,39.38,92,100,11.41,overcast clouds
533,Segezha,RU,63.7415,34.3222,43.03,83,100,10.94,overcast clouds
534,Baruun-Urt,MN,46.6806,113.2792,16.43,50,100,17.31,overcast clouds
535,Grindavik,IS,63.8424,-22.4338,41.47,75,40,14.97,scattered clouds
536,Virginia Beach,US,36.8529,-75.978,52.02,65,90,13.8,overcast clouds
537,Roma,US,43.2128,-75.4557,32.43,94,14,1.01,few clouds
538,Yakeshi,CN,49.2833,120.7333,25.77,24,100,13.4,overcast clouds
539,San Juan,AR,-31.5375,-68.5364,51.42,58,100,9.42,overcast clouds
540,Naze,JP,28.3667,129.4833,69.01,59,100,10.47,overcast clouds
541,Sondrio,IT,46.169,9.8692,47.25,97,0,6.98,clear sky
542,Halifax,CA,44.6453,-63.5724,36.7,93,100,3.06,overcast clouds
543,Pacifica,US,37.6138,-122.4869,57.81,89,20,1.99,mist
544,Iracoubo,GF,5.4802,-53.2011,77.59,87,16,9.01,few clouds
545,Sao Filipe,CV,14.8961,-24.4956,78.39,71,70,1.74,broken clouds
546,Barstow,US,34.8986,-117.0228,61.48,54,45,6.58,scattered clouds
547,Palmer,US,42.1584,-72.3287,35.64,89,1,0.0,clear sky
548,Ibra,OM,22.6906,58.5334,83.39,26,5,0.43,clear sky
549,Shenzhen,CN,22.5455,114.0683,83.93,99,28,7.09,scattered clouds
550,Daru,PG,-9.0763,143.2092,81.36,79,54,11.74,broken clouds
551,Port Lincoln,AU,-34.7333,135.8667,70.38,50,100,6.69,light rain
552,Rocha,UY,-34.4833,-54.3333,65.43,89,100,2.19,overcast clouds
553,Samarai,PG,-10.6167,150.6667,83.3,72,16,8.5,few clouds
554,Ust-Kuyga,RU,70.0167,135.6,-10.61,100,96,9.57,overcast clouds
555,Tete,MZ,-16.1564,33.5867,88.43,45,6,7.81,clear sky
556,Kamaishi,JP,39.2667,141.8833,54.88,82,56,6.58,broken clouds
557,San Luis,AR,-33.295,-66.3356,49.03,55,100,5.53,overcast clouds
558,Zelenogorskiy,RU,55.0333,87.0,12.72,89,100,13.76,light snow
559,Santa Cruz Del Norte,CU,23.1539,-81.9236,75.81,78,100,8.68,overcast clouds
560,Mangrol,IN,21.1167,70.1167,87.4,36,100,4.99,overcast clouds
561,Hohhot,CN,40.8106,111.6522,56.71,44,12,7.0,few clouds
562,Boa Vista,BR,2.8197,-60.6733,80.58,69,0,6.91,clear sky
563,Camopi,GF,3.1655,-52.3158,70.84,99,91,2.24,overcast clouds
564,Anadyr,RU,64.75,177.4833,-19.71,99,60,8.77,broken clouds
565,Benicarlo,ES,40.4165,0.4271,52.25,62,100,13.53,overcast clouds
566,Eidfjord,NO,60.4675,7.0719,42.49,99,100,5.44,overcast clouds
567,Mysliborz,PL,52.9238,14.8679,46.81,87,100,17.02,overcast clouds
568,Trogir,HR,43.5125,16.2517,58.57,88,75,5.75,broken clouds
569,Moose Factory,CA,51.2585,-80.6094,31.55,85,38,9.08,scattered clouds
570,Shipunovo,RU,52.1582,82.2173,16.52,79,100,20.33,overcast clouds
571,Vangaindrano,MG,-23.35,47.6,75.67,73,100,10.07,overcast clouds
572,Olafsvik,IS,64.8945,-23.7142,41.97,75,44,19.86,scattered clouds
573,College,US,64.8569,-147.8028,41.32,83,75,0.0,broken clouds
574,Jining,CN,35.405,116.5814,71.24,53,71,9.4,broken clouds
575,Aripuana,BR,-9.1667,-60.6333,71.62,97,100,1.77,overcast clouds
576,Half Moon Bay,US,37.4636,-122.4286,57.31,89,90,8.05,mist
577,Uchiza,PE,-8.4592,-76.4633,69.71,97,100,0.96,overcast clouds
578,Mae Sai,TH,20.4335,99.8762,87.44,66,76,2.48,broken clouds
579,Wanaka,NZ,-44.7,169.15,71.11,35,46,10.0,scattered clouds
580,Joigny,FR,47.9829,3.401,44.82,95,94,5.66,overcast clouds
581,Bar Harbor,US,44.3876,-68.2039,39.97,74,1,1.99,clear sky
582,Nome,US,64.5011,-165.4064,13.1,96,100,6.06,overcast clouds
583,Jizan,SA,17.3333,42.6667,89.89,43,6,3.58,clear sky
584,Aklavik,CA,68.2191,-135.0107,23.72,93,99,5.26,overcast clouds
585,Sikonge,TZ,-5.6333,32.7667,81.77,34,2,8.48,clear sky
586,Kargopol,RU,61.5071,38.9456,40.78,91,100,8.88,light rain
587,Mouzouras,GR,35.5333,24.15,69.8,78,20,0.0,few clouds
588,Puri,IN,19.8,85.85,84.72,56,61,8.37,broken clouds
589,Hovd,MN,48.0056,91.6419,16.27,21,0,1.7,clear sky
590,Pecos,US,31.4229,-103.4932,45.3,87,0,0.0,clear sky
591,Tiznit,MA,29.5833,-9.5,52.36,86,5,2.51,clear sky
592,Dolinsk,RU,47.35,142.8,48.06,89,12,3.15,few clouds
593,Arrifes,PT,37.7667,-25.7,66.45,77,75,19.57,broken clouds
594,Korla,CN,41.7597,86.1469,37.33,17,7,7.34,clear sky
595,Haldia,IN,22.0605,88.1097,83.28,38,10,9.42,clear sky
596,Leninskiy,RU,54.2781,37.4558,48.58,87,100,14.0,light rain
597,Gushikawa,JP,26.3544,127.8686,75.2,59,75,10.36,broken clouds
598,Kaeo,NZ,-35.1,173.7833,63.32,94,85,6.02,overcast clouds
599,Pahrump,US,36.2083,-115.9839,65.1,33,22,1.01,few clouds
600,Alexandria,EG,31.2156,29.9553,74.62,61,0,11.43,clear sky
601,Egvekinot,RU,66.3167,-179.1667,-5.06,83,9,7.54,clear sky
602,Yaan,NG,7.3833,8.5667,77.52,83,96,8.37,overcast clouds
603,Talavera,PH,15.6167,120.9333,87.64,65,100,8.37,overcast clouds
604,Zaria,NG,11.1113,7.7227,77.14,46,91,3.36,overcast clouds
605,Emba,KZ,48.8264,58.1442,33.69,17,2,7.25,clear sky
606,Pozo Colorado,PY,-23.4923,-58.7972,78.51,58,100,2.53,overcast clouds
607,Muros,ES,42.7762,-9.0603,51.98,72,100,9.44,overcast clouds
608,Khash,IR,28.2211,61.2158,70.27,21,0,1.5,clear sky
609,Andros Town,BS,24.7,-77.7667,75.16,77,100,10.16,overcast clouds
610,Ingham,US,42.6,-84.3833,33.75,85,90,3.44,overcast clouds
611,Berbera,SO,10.4396,45.0143,85.46,40,49,4.63,scattered clouds
612,Kalabo,ZM,-14.97,22.6814,77.27,58,85,4.03,overcast clouds
613,Talara,PE,-4.5772,-81.2719,64.81,84,51,10.94,broken clouds
614,Hollola,FI,61.05,25.4333,40.01,98,100,5.64,light rain
615,Verkhovazhye,RU,60.7472,42.0465,41.2,91,100,8.86,overcast clouds
616,Puerto Ayacucho,VE,5.6639,-67.6236,73.9,94,96,3.15,overcast clouds
617,Vanavara,RU,60.34,102.2797,11.86,82,100,14.58,overcast clouds
618,Port-Gentil,GA,-0.7193,8.7815,78.78,85,100,13.65,moderate rain
619,Muscat,OM,23.6139,58.5922,87.82,42,0,7.27,clear sky
620,Tolaga Bay,NZ,-38.3667,178.3,59.2,97,100,5.79,overcast clouds
621,Jiujiang,CN,29.7333,115.9833,68.49,90,100,2.3,light rain
622,Misratah,LY,32.3754,15.0925,77.56,32,6,15.39,clear sky
623,Pringsewu,ID,-5.3582,104.9744,82.04,77,100,0.83,moderate rain
624,Faya,SA,18.3851,42.4509,68.52,20,2,3.65,clear sky
625,Puerto Escondido,MX,15.85,-97.0667,77.0,81,82,4.63,broken clouds
626,Labuhan,ID,-6.8844,112.2051,79.88,83,100,9.8,overcast clouds
627,Olinda,BR,-8.0089,-34.8553,76.73,88,40,4.61,scattered clouds
628,Naryan-Mar,RU,67.6713,53.087,27.79,96,29,2.39,scattered clouds
629,Yekaterinoslavka,RU,50.3734,129.1139,39.9,71,100,6.58,overcast clouds
630,Broken Hill,AU,-31.95,141.4333,82.76,18,27,7.2,scattered clouds
631,Katsuura,JP,35.1333,140.3,68.11,61,0,8.46,clear sky
632,Nurota,UZ,40.5614,65.6886,35.69,27,0,7.27,clear sky
633,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.13,94,90,14.97,overcast clouds
634,Alice Springs,AU,-23.7,133.8833,94.55,24,100,10.36,overcast clouds
635,Orange,US,33.7,-117.7675,70.68,76,90,0.0,mist
636,Kemin,KG,42.7846,75.6892,29.41,93,0,2.75,clear sky
637,Alghero,IT,40.5589,8.3181,53.69,94,20,3.44,light rain
638,Batagay-Alyta,RU,67.8006,130.4114,-11.74,88,67,6.06,broken clouds
639,Mudgal,IN,16.0167,76.4333,84.0,52,43,11.25,scattered clouds
640,Grand Gaube,MU,-20.0064,57.6608,76.86,81,13,8.52,few clouds
641,Manakara,MG,-22.1333,48.0167,74.26,92,100,8.39,light rain
642,Passo Fundo,BR,-28.2628,-52.4067,61.79,86,0,5.37,clear sky
643,Doha,QA,25.2867,51.5333,85.98,54,0,4.61,haze
644,Owando,CG,-0.4819,15.8999,78.98,75,79,2.28,broken clouds
645,Varia,FR,44.5725,-0.1104,45.05,89,58,5.28,broken clouds
646,Huarmey,PE,-10.0681,-78.1522,63.72,88,100,8.43,overcast clouds
647,Sumbe,AO,-11.2061,13.8437,76.46,83,91,4.85,overcast clouds
648,Keetmanshoop,NA,-26.5833,18.1333,72.36,25,13,12.08,few clouds
649,Cabedelo,BR,-6.9811,-34.8339,75.87,80,95,8.43,overcast clouds
650,San Vicente,AR,-26.6167,-54.1333,64.67,97,0,2.15,clear sky
651,Kupang,ID,-10.1667,123.5833,82.98,89,75,4.61,broken clouds
652,Borogontsy,RU,62.6683,131.1683,20.61,96,100,4.9,light snow
653,Tilichiki,RU,60.4667,166.1,8.38,98,76,6.4,broken clouds
654,Priladozhskiy,RU,59.85,31.4833,46.62,61,100,14.32,light rain
655,Puerto Leguizamo,CO,-0.1934,-74.7819,71.42,99,100,1.79,overcast clouds
656,Atambua,ID,-9.1061,124.8925,86.04,58,100,2.57,overcast clouds
657,Kaduy,RU,59.2,37.15,42.84,88,100,11.01,light rain
658,Guantanamo,CU,20.1444,-75.2092,76.57,91,13,3.49,few clouds
659,Belmonte,BR,-15.8631,-38.8828,73.9,94,100,5.79,overcast clouds
660,Hvolsvollur,IS,63.7533,-20.2243,38.8,76,100,4.45,overcast clouds
661,Sabang,ID,5.8933,95.3214,81.39,78,84,10.25,light rain
662,Tieli,CN,46.95,128.05,51.44,61,100,4.99,overcast clouds
663,Kewanee,US,41.2456,-89.9248,36.48,71,4,7.49,clear sky
664,Humboldt,US,40.6665,-123.9178,45.14,98,100,2.3,overcast clouds
665,Mackenzie,CA,55.2999,-123.1698,37.62,100,90,2.3,mist
666,Coahuayana,MX,18.7333,-103.6833,74.73,92,100,3.53,overcast clouds
667,Kantunilkin,MX,21.0917,-87.45,71.44,99,100,2.21,overcast clouds
668,Manaure,CO,11.7751,-72.4445,79.61,77,7,8.77,clear sky
669,Seoni Malwa,IN,22.45,77.4667,82.36,41,16,4.5,few clouds
670,Seymchan,RU,62.8833,152.4333,-0.51,97,45,1.36,scattered clouds
671,Qasigiannguit,GL,68.8193,-51.1922,25.05,89,100,6.17,overcast clouds
672,Erzin,TR,36.9559,36.2,63.32,29,0,1.41,clear sky
673,Ekhabi,RU,53.5102,142.9671,31.48,86,16,2.68,few clouds
674,Belyy Yar,RU,53.6039,91.3903,18.86,57,0,11.18,clear sky
675,Koregaon,IN,18.65,74.0833,85.71,46,100,8.21,overcast clouds
676,Candido De Abreu,BR,-24.5669,-51.3333,62.94,93,4,2.57,clear sky
677,Tambopata,PE,-12.7333,-69.1833,69.82,99,99,2.48,overcast clouds
678,Khromtau,KZ,50.2503,58.4347,30.7,18,97,11.72,overcast clouds
679,Dyersburg,US,36.0345,-89.3856,38.89,80,1,3.44,clear sky
680,Bartica,GY,6.4,-58.6167,73.72,99,52,1.05,broken clouds
681,Namtsy,RU,62.7161,129.6658,5.11,94,100,11.65,light snow
682,Katangli,RU,51.7102,143.2326,36.72,82,21,5.01,few clouds
